,Unnamed: 0,user_id,song_id,listen_count,title,release,artist_name,year
7980,7980,283,4599,1,La Vida Es Un Ratico,La Vida Es Un Ratico En Vivo,Juanes,0
7981,7981,283,1112,1,You Belong With Me,Fearless,Taylor Swift,2008
7982,7982,283,328,1,Love Story,Het Beste Uit De Top 40 - 2009,Taylor Swift,2008
7983,7983,283,1117,1,Toxic,The Singles Collection,Britney Spears,2003
7984,7984,283,3147,2,My Humps,Monkey Business,Black Eyed Peas,2005
7985,7985,283,4600,1,Heaven,So Far So Good,Bryan Adams,1984
7986,7986,283,966,1,Whatcha Say,Whatcha Say,Jason Derulo,2009
7987,7987,283,1193,1,Breathe,Fearless,Taylor Swift / Colbie Caillat,2008
7988,7988,283,2563,1,Los Aviones,Honestidad Brutal,Andres Calamaro,1999
7989,7989,283,2847,2,Cheating On You,Franz Ferdinand,Franz Ferdinand,2004
7990,7990,283,4601,5,Salgo Pa' La Calle,Talento De Barrio,Daddy Yankee / Randy,2008
7991,7991,283,4602,2,Bebot,Monkey Business,Black Eyed Peas,2005
7992,7992,283,4603,1,Nací Orishas,El Kilo,Orishas,2005
7993,7993,283,1309,6,Dile,DIle/Provocandome/Intocable,Don Omar,2003
7994,7994,284,298,1,Breakfast At Tiffany's,Home,Deep Blue Something,1993
7995,7995,284,1806,1,Para Hacerme Perdonar (En Vivo Teatro Metropolitan),Ely Guerra Teatro Metropolitan,Ely Guerra,0
7996,7996,284,4604,1,Rollin' Through The Sunshine,Off The Hillbilly Hook,Trailer Choir_ Trailer Choir,2009
7997,7997,284,1138,1,Tive Sim,Nova Bis-Cartola,Cartola,1974
7998,7998,284,4605,1,I Couldn't Help It If I Tried,It Was Like This,Dexy's Midnight Runners,1996
7999,7999,284,4475,1,Reason I'm Alive (Explicit),Full Circle,Drowning Pool,2007
8000,8000,284,4606,1,The Day You Died,Revolution Begins (Single),Arch Enemy,2007
8001,8001,284,1009,1,Oh Jungleland,Themes - Volume 5,Simple Minds,1985
8002,8002,284,4607,1,Dá Fundo,Psicopátria,GNR,1986
8003,8003,284,3396,2,Head Over Feet (Album Version),Jagged Little Pill,Alanis Morissette,1995
8004,8004,284,2463,1,No Remorse,Kill 'Em All,Metallica,1983
8005,8005,284,4608,2,He's A Pirate,Pirates Of The Caribbean Original Soundtrack,Klaus Badelt,2003
8006,8006,284,2684,1,Make Her Say,Make Her Say,Kid Cudi / Kanye West / Common,2009
8007,8007,284,2557,1,Rise To The Challenge,Enemy Of The Enemy,Asian Dub Foundation,2003
8008,8008,284,4477,1,EMCEE Murdah,Joyful Rebellion,K-OS,2004
8009,8009,285,4609,1,Anne's Song,Introduce Yourself,Faith No More,1987
8010,8010,285,4610,1,Situation,Cookies,1990s,2007
8011,8011,285,4611,1,Cult Status,Cookies,1990s,2007
8012,8012,285,4612,1,La Mata De Sandia,Coleccion Superma Plus- Carlos Y Jose,Carlos Y José,0
8013,8013,285,2683,1,Go To Sleep,Cradle 2 The Grave,Eminem / DMX / Obie Trice,2003
8014,8014,286,4197,4,Misery Business (Single Version),Misery Business,Paramore,0
8015,8015,286,4613,3,Thong Song,Ultimate R&B 2008 (Double Album),Sisqo,1998
8016,8016,286,4340,2,Freakum Dress,B'Day Deluxe Edition,Beyoncé,2006
8017,8017,286,4614,2,Lean Back,Lean Back,Terror Squad / Remy / Fat Joe,2004
8018,8018,286,2727,1,Put It Down,Love Vs Money,The-Dream,2009
8019,8019,286,2954,5,Throw It In The Bag,Loso's Way,Fabolous / The-Dream,2009
8020,8020,286,4615,6,I Got 5 On It,Yukmouth Presents: 420,The Luniz,1995
8021,8021,286,3833,3,Houstatlantavegas,So Far Gone,Drake,0
8022,8022,286,4616,5,Kelly's 12 Play,Love Vs Money,The-Dream,2009
8023,8023,286,4617,4,StreetLove,Street Love,Lloyd,2007
8024,8024,286,1394,2,Rock Your Body,City Sounds,Justin Timberlake,2002
8025,8025,286,4618,3,Contagious,Eternal,The Isley Brothers,2001
8026,8026,286,1084,5,Te Amo,Rated R,Rihanna,2009
8027,8027,286,1089,6,Ego,I AM...SASHA FIERCE,Beyoncé,2008
8028,8028,286,2067,3,Anonymous,Ultimate R&B 2007,Bobby Valentino / Timbaland,0
8029,8029,286,4619,1,Novocaine For The Soul,Indie Anthems,Eels,1996
8030,8030,286,482,1,On Repeat,LCD Soundsystem,LCD Soundsystem,2005
8031,8031,286,2070,3,Viva La White Girl (Album Version),As Cruel As School Children,Gym Class Heroes,2006
8032,8032,286,876,3,Yes,Party Rock,LMFAO,2008
8033,8033,286,1730,3,Hey Daddy (Daddy's Home),Raymond v Raymond,Usher,2010
8034,8034,286,2759,3,Show Stopper (Promo Version),Show Stopper,Danity Kane,2006
8035,8035,286,4620,1,Teddy Picker,Favourite Worst Nightmare,Arctic Monkeys,2007
8036,8036,286,4621,1,Was It Worth It?,Just Like You,Keyshia Cole,2007
8037,8037,286,4622,1,Fancy,Love Vs Money,The-Dream,2009
8038,8038,286,2353,1,If We Ever Meet Again,If We Ever Meet Again (Featuring Katy Perry),Timbaland / Katy Perry,2010
8039,8039,286,4623,1,Strict Machine,Black Cherry,Goldfrapp,2003
8040,8040,286,4624,6,Player's Prayer,Street Love,Lloyd,2007
8041,8041,286,3365,3,All Falls Down,The College Dropout,Kanye West / Syleena Johnson,2005
8042,8042,286,4090,1,Los Angeles_ I'm Yours,Billy Liar (CD-Single),The Decemberists,0
8043,8043,286,3279,4,To Zion,The Miseducation of Lauryn Hill,Lauryn Hill Featuring Carlos Santana,1998
8044,8044,286,1532,1,My Beloved Monster,Beautiful Freak,Eels,1996
8045,8045,286,2677,4,Dancing Shoes,Whatever People Say I Am_ That's What I'm Not,Arctic Monkeys,2004
8046,8046,286,2679,1,Baby I'm Yours,Leave Before The Lights Come On,Arctic Monkeys,2006
8047,8047,286,2775,1,Be With You,Dangerously In Love,Beyoncé,2003
8048,8048,286,4453,5,Sky Might Fall,Man On The Moon: The End Of Day,Kid Cudi,2009
8049,8049,286,891,7,Alejandro,The Fame Monster,Lady GaGa,2009
8050,8050,286,3836,6,Solo Dolo (nightmare),Man On The Moon: The End Of Day,Kid Cudi,2009
8051,8051,286,169,15,Electric Feel,Electric Feel,MGMT,2007
8052,8052,286,2786,4,Southside Remix,Southside,Lloyd / Ashanti / Scarface,2004
8053,8053,286,330,4,Nothin' On You [feat. Bruno Mars] (Album Version),Nothin' On You [feat. Bruno Mars],B.o.B,0
8054,8054,286,4625,4,Freak Me,Sweat Hotel - Live,Silk,0
8055,8055,286,899,5,Paper Planes,Decent Work For Decent Pay,M.I.A.,0
8056,8056,286,3029,8,Love Like Honey (amended album version),Late Night Special,Pretty Ricky,2007
8057,8057,286,826,21,Electric Feel,The Anthems,MGMT,2007
8058,8058,286,1570,5,One Shot (Album Version),Danity Kane,Danity Kane,2006
8059,8059,286,4626,2,Love In This Club Part II,Moving Mountains,Usher featuring Beyoncé,0
8060,8060,286,4627,8,Still Not A Player,The Legacy: The Best Of Big Pun,Big Punisher featuring Joe,1997
8061,8061,287,4628,6,Caroline,Believe,CREMATORY,0
8062,8062,287,4629,1,Jimi Thing,Listener Supported,DAVE MATTHEWS BAND,1994
8063,8063,287,4630,1,Waimea Bay,Ride The Wild Surf,Jan & Dean,1992
8064,8064,287,2045,18,Men Who Love Women Who Love Men,Live Wire,Steve Goodman,1979
8065,8065,287,4631,4,Newspaper Reporter,The Wheel Man,Watermelon Slim,0
8066,8066,287,4632,1,Say_ Say,Passion: Awakening (Special Edition),Kristian Stanfill,0
8067,8067,287,4633,31,Know Your Enemy (Album Version),21st Century Breakdown,Green Day,2009
8068,8068,287,4634,1,Should've When You Could've (Album Version),Awake,Skillet,2009
8069,8069,287,1206,1,Have You Ever Seen The Rain,Chronicle: 20 Greatest Hits,Creedence Clearwater Revival,1971
8070,8070,287,4635,1,One Day Too Late (Album Version),Awake [Deluxe],Skillet,0
8071,8071,287,4636,15,Dead Inside (Bonus Track),Awake [Deluxe],Skillet,0
8072,8072,287,4637,15,Over You,Street Life - 20 Greatest Hits,Roxy Music,1980
8073,8073,287,4638,69,How Am I Supposed To Live Without You,Soul Provider,Michael Bolton,1989
8074,8074,287,4639,1,Healing Is In Your Hands,Passion: Awakening (Special Edition),Christy Nockels,2010
8075,8075,287,4640,24,The Outsiders (Album Version),The Outsiders,NEEDTOBREATHE,2009
8076,8076,287,1319,13,Fire It Up,Welcome To The Masquerade,Thousand Foot Krutch,2009
8077,8077,287,4641,11,Better The Devil You Know (Showgirl Tour),Showgirl - The Greatest Hits Tour,Kylie Minogue,0
8078,8078,287,2075,26,What Have You Done For Me Lately,High and Outside,Steve Goodman,1979
8079,8079,287,1321,1,Monster (Album Version),Awake,Skillet,2009
8080,8080,287,4642,1,Don't Wake Me (Album Version),Awake [Deluxe],Skillet,0
8081,8081,287,4643,14,Black Star,The Bends,Radiohead,1995
8082,8082,287,4644,39,Funkytown,Party Triple Set,Lipps Inc.,1979
8083,8083,287,4645,1,With Everything,Passion: Awakening (Special Edition),Hillsong United,2010
8084,8084,287,2290,2,Heavy Soul ,The Moan,The Black Keys,2002
8085,8085,287,3826,1,Believe (Album Version),Awake,Skillet,2009
8086,8086,287,1180,3,Something Beautiful (Album Version),The Outsiders,NEEDTOBREATHE,2009
8087,8087,287,4646,41,3 Rounds and a Sound,3 Rounds and a Sound,Blind Pilot,2008
8088,8088,288,4353,2,Stay,Drivetime Triple Set,Lisa Loeb & Nine Stories,0
8089,8089,288,3218,1,This Charming Man,The Sound Of The Smiths,The Smiths,1983
8090,8090,288,393,1,Year of the Suckerpunch,Show Your Colors,Amoral,2009
8091,8091,288,1936,1,Nothing Better (Album),Give Up,Postal Service,2003
8092,8092,288,3673,1,Precious,Precious,Depeche Mode,2005
8093,8093,288,751,1,Je Veux Te Voir (Radio Edit),Je Veux Te Voir (Remixes 2008),Yelle,2008
8094,8094,288,765,1,The Absence Of God (Album Version),More Adventurous,Rilo Kiley,2004
8095,8095,288,2192,2,Hurt,25 Greatest Hits,Little Anthony & The Imperials,1998
8096,8096,288,1969,1,Call It Off (Album Version),The Con,Tegan And Sara,2007
8097,8097,288,3414,1,Who Will Save Your Soul,The Essential Live Songbook,Jewel,0
8098,8098,288,3687,1,Bla Bla Bla (Abbentenza In FM Mix),Bla Bla Bla / Voyage,Gigi D'agostino,2000
8099,8099,288,165,1,DVNO,Justice,Justice,0
8100,8100,288,4647,1,Too Deep,Night Ripper,Girl Talk,0
8101,8101,288,4099,2,Pull Up The People,Arular,M.I.A.,0
8102,8102,288,327,2,Blood Red,Live  Decade Of Aggression,Slayer,1990
8103,8103,288,4648,1,Hussel (Featuring Afrikan Boy),Kala,M.I.A.,0
8104,8104,288,992,1,Emerge,#1,Fischerspooner,2000
8105,8105,288,4216,1,Jimmy,Kala,M.I.A.,0
8106,8106,288,4649,1,BirdFlu,Kala,M.I.A.,0
8107,8107,288,1950,1,Ce Jeu,Pop Up - De Luxe,Yelle,2007
8108,8108,288,4220,1,Crazy On You,The Essential Heart,Heart,0
8109,8109,289,4650,1,Corrido de Boxeo,Chavez Ravine,Ry Cooder,2005
8110,8110,289,4651,1,I Forgot To Be Your Lover,Stax Volt Chartbusters Vol 2,William Bell,1969
8111,8111,289,4652,1,Fix You (Live),Fix You,Coldplay,2005
8112,8112,289,4653,5,Get A Move On!,Get A Move On / Ug,Mr. Scruff,1999
8113,8113,290,95,1,Hey_ Soul Sister,Save Me_ San Francisco,Train,0
8114,8114,290,1486,1,Estoy Aquí,The Remixes,Shakira,1995
8115,8115,290,949,2,Hips Don't Lie (featuring Wyclef Jean),Essential R&B Hit Selection,Shakira Featuring Wyclef Jean,0
8116,8116,290,9,2,Sehr kosmisch,Musik von Harmonia,Harmonia,0
8117,8117,290,1080,1,Love Me,My Worlds,Justin Bieber,2009
8118,8118,290,3115,3,The Day and the Time (featuring Gustavo Cerati),Oral Fixation Vol. 2,Shakira,0
8119,8119,290,3124,1,Donde Estas Corazon,Grandes Exitos,Shakira,0
8120,8120,290,106,4,Marry Me,Save Me_ San Francisco,Train,2009
8121,8121,290,898,1,The Climb,Hannah Montana The Movie,Miley Cyrus,2009
8122,8122,291,3376,5,It's Been Awhile (Clean Edit),The Singles,Staind,0
8123,8123,291,4654,2,Brother,Out Of My Hands,Keisha White,2004
8124,8124,291,90,1,Dog Days Are Over (Radio Edit),Now That's What I Call Music! 75,Florence + The Machine,0
8125,8125,291,2948,7,Yesterdays,Greatest Hits,Guns N' Roses,1991
8126,8126,291,4655,2,Your Woman,Now! Story '96-'97,White Town,1996
8127,8127,291,95,5,Hey_ Soul Sister,Save Me_ San Francisco,Train,0
8128,8128,291,4656,4,Lump,Pure Frosting,The Presidents of the United States of America,1995
8129,8129,291,2519,5,Blurry,Come Clean,Puddle Of Mudd,2001
8130,8130,291,4657,2,Roses,Speakerboxxx/The Love Below,OutKast,2003
8131,8131,291,4658,4,Spitfire (Album Version),Always Outnumbered_ Never Outgunned,The Prodigy,0
8132,8132,291,3192,2,Ms. Jackson,Big Boi & Dre Present_ Outkast,OutKast,2000
8133,8133,291,4659,4,Learning To Fly,Greatest Hits,Tom Petty And The Heartbreakers,1991
8134,8134,291,66,10,Mr. Jones,Films About Ghosts (The Best Of Counting Crows),Counting Crows,1991
8135,8135,291,1462,2,Go Your Own Way (LP Version),Greatest Hits,Fleetwood Mac,1971
8136,8136,291,4660,1,Poor Leno,Melody AM,Röyksopp,2001
8137,8137,291,1636,1,Only This Moment (Röyksopps Forsiktige Massasje),Only This Moment,Röyksopp,2005
8138,8138,291,2996,3,Mony Mony (Downtown Mix),Original Hits - Pub Jukebox,Billy Idol,1985
8139,8139,291,2931,1,Big Me,Foo Fighters,Foo Fighters,1992
8140,8140,291,1988,3,Numb,Dummy,Portishead,1994
8141,8141,291,1860,1,What Else Is There?,The Classic Chillout Album,Röyksopp,2005
8142,8142,291,3006,1,Runnin Down A Dream,Tom Petty And The Heartbreakers Live Anthology,Tom Petty And The Heartbreakers,0
8143,8143,292,3519,5,Bad Moon Rising,The Complete Collection (Digital Box),Creedence Clearwater Revival,1969
8144,8144,292,4661,4,Sin Documentos,¡Hasta Luego!,Los Rodriguez,1993
8145,8145,292,4662,2,Mil Horas,Completo,Los Abuelos De La Nada,1983
8146,8146,292,3181,8,Lovefool,Best Of,The Cardigans,1996
8147,8147,292,5,4,Learn To Fly,There Is Nothing Left To Lose,Foo Fighters,1999
8148,8148,292,61,1,Jamaica Roots II(Agora E Sempre),Nova Bis-Natiruts,Natiruts,0
8149,8149,292,4663,1,Letterbomb [feat. Green Day & The Cast Of American Idiot] (Album Version),The Original Broadway Cast Recording 'American Idiot' Featuring Green Day,Green Day,0
8150,8150,292,4664,4,Costumbres Argentinas,En El Opera,Los Abuelos De La Nada,1985
8151,8151,292,1784,1,Siguiendo La Luna,Chau,Los Fabulosos Cadillacs,1992
8152,8152,292,77,1,Ghosts 'n' Stuff (Original Instrumental Mix),Ghosts 'n' Stuff,Deadmau5,2009
8153,8153,292,4665,4,Para No Olvidar,¡Hasta Luego!,Los Rodriguez,1995
8154,8154,292,4666,1,Who'll Stop The Rain,Chronicle: 20 Greatest Hits,Creedence Clearwater Revival,1970
8155,8155,292,4667,37,Andalucia,La Esquina Del Viento / Andalucia,Medina Azahara,0
8156,8156,292,4668,1,Travelin' Band,Cosmo's Factory,Creedence Clearwater Revival,1970
8157,8157,292,3936,1,Old Man Time (Album Version),In Between Now And Then,O.A.R.,2003
8158,8158,292,4669,1,Green River,The Complete Collection (Digital Box),Creedence Clearwater Revival,1969
8159,8159,292,2432,3,El Revelde,La Renga,La Renga,1998
8160,8160,292,4670,1,Sunday Morning,The Singles Collection,No Doubt,1995
8161,8161,292,2978,22,Another Day In Paradise,Hits,Phil Collins,1989
8162,8162,292,1929,2,What If I Do?,In Your Honour,Foo Fighters,2005
8163,8163,292,66,42,Mr. Jones,Films About Ghosts (The Best Of Counting Crows),Counting Crows,1991
8164,8164,292,4595,5,Dulce Condena,Sin Documentos,Los Rodriguez,1993
8165,8165,292,4596,4,Milonga Del Marinero Y El Capitan,Palabras Mas_ Palabras Menos,Los Rodriguez,0
8166,8166,292,4671,10,Premonicion,Tendrías Que Escuchar,Gazpacho,0
8167,8167,292,4672,12,That's All (2007 Digital Remaster),Genesis,Genesis,0
8168,8168,292,562,1,Susie Q,Creedence Gold,Creedence Clearwater Revival,1979
8169,8169,292,2461,18,I Touch Myself,Divinyls,Divinyls,1990
8170,8170,292,1051,6,The Pretender,Echoes_ Silence_ Patience & Grace,Foo Fighters,2007
8171,8171,292,4673,2,Sobredosis De T.V.,Soda Stereo,Soda Stereo,1992
8172,8172,292,1210,1,Proud Mary,Bad Moon Rising Hit Pac,Creedence Clearwater Revival,1969
8173,8173,292,2436,2,When Something Is Wrong With My Baby,Soul Sister Brown Sugar,Sam & Dave,1966
8174,8174,292,2178,14,Read My Mind,Sam's Town,The Killers,2006
8175,8175,292,4674,8,Into The Great Wide Open,Greatest Hits,Tom Petty And The Heartbreakers,1991
8176,8176,292,4675,1,Tired Of You,One By One,Foo Fighters,2002
8177,8177,292,2439,1,Lo Frágil De La Locura,Despedazado Por Mil Partes,La Renga,1996
8178,8178,292,1466,1,Sweet home Alabama,To Die For,Lynyrd Skynyrd,1974
8179,8179,292,4676,2,Touchy! (Album Version),Stay On These Roads,A-Ha,1988
8180,8180,292,3883,12,I Believe (When I Fall In Love It Will Be Forever),Talking Book,Stevie Wonder,1972
8181,8181,292,1467,1,It's My Life,Crush,Bon Jovi,2000
8182,8182,292,4677,4,Low,ONE BY ONE,Foo Fighters,2002
8183,8183,292,4678,1,She (Remastered Album Version),The Complete Reprise Sessions,Gram Parsons,0
8184,8184,292,3941,1,The Way I Feel (Not Our Master),12 Stones,12 Stones,2002
8185,8185,292,915,1,Hollaback Girl,Love Angel Music Baby,Gwen Stefani,2004
8186,8186,292,4679,2,Razor,In Your Honor,Foo Fighters,2005
8187,8187,293,4680,1,The Zookeeper's Boy,The Zookeeper's Boy,Mew,2005
8188,8188,293,207,1,Guyamas Sonora,The Flying Club Cup,Beirut,2007
8189,8189,293,4681,4,Ave Maria No Morro,Joao,João Gilberto,1991
8190,8190,293,2375,1,La Llorona,March of the Zapotec and Realpeople Holland,Beirut,2009
8191,8191,293,2377,1,A Sunday Smile,The Flying Club Cup,Beirut,2007
8192,8192,293,2255,1,In The Mausoleum,The Flying Club Cup,Beirut,2007
8193,8193,293,234,1,Elephant Gun,The Gulag Orkestar,Beirut,2006
8194,8194,293,244,1,The Penalty,The Flying Club Cup,Beirut,2007
8195,8195,293,2381,1,The Shrew,March of the Zapotec and Realpeople Holland,Beirut,2009
8196,8196,293,4682,1,The Akara,March of the Zapotec and Realpeople Holland,Beirut,2009
8197,8197,293,2385,1,The Concubine,March of the Zapotec and Realpeople Holland,Beirut,2009
8198,8198,293,261,1,Postcards From Italy,The Gulag Orkestar,Beirut,2005
8199,8199,293,2389,1,On a Bayonet,March of the Zapotec and Realpeople Holland,Beirut,2009
8200,8200,293,4683,7,Right Where It Belongs,With Teeth,Nine Inch Nails,2005
8201,8201,293,277,1,Nantes,The Flying Club Cup,Beirut,2007
8202,8202,293,639,1,Cliquot,The Flying Club Cup,Beirut,2007
8203,8203,293,2394,1,My Wife,March of the Zapotec and Realpeople Holland,Beirut,2009
8204,8204,293,1226,1,Cherbourg,The Flying Club Cup,Beirut,2007
8205,8205,293,4684,6,A Book Like This,A Book Like This,Angus & Julia Stone,2007
8206,8206,294,4685,1,Amor de Loca Juventud,Buena Vista Social Club,Buena Vista Social Club,1997
8207,8207,294,3222,1,The Way You Do The Things You Do (2009 Digital Remaster),Best Of Labour Of Love,UB40,0
8208,8208,294,4686,1,Space Cowboy,Emergency on planet earth / The return of the space cowboy / Travelling without moving,Jamiroquai,1994
8209,8209,294,4687,2,Digital,The Best Of,Joy Division,1978
8210,8210,294,2351,1,Bring Me Your Cup,The Best Of UB40 Volume II,UB40,1993
8211,8211,294,4688,1,Little L,Get The Party Started: Essential Pop and Dance Anthems,Jamiroquai,2001
8212,8212,294,4689,1,Dead Souls [Re-mastered],The Gothic Collection [w/interactive booklet],Joy Division,0
8213,8213,294,52,1,Girlfriend,Wolfgang Amadeus Phoenix,Phoenix,0
8214,8214,294,2879,1,Fences,Wolfgang Amadeus Phoenix,Phoenix,0
8215,8215,294,4690,1,Shadowplay,The Best Of,Joy Division,1979
8216,8216,294,4691,1,Rome,Wolfgang Amadeus Phoenix,Phoenix,0
8217,8217,294,53,2,Armistice,Wolfgang Amadeus Phoenix,Phoenix,0
8218,8218,294,286,1,Transmission,Let The Movie Begin,Joy Division,1979
8219,8219,294,4692,2,Isolation,The Best Of,Joy Division,1980
8220,8220,294,2184,1,Lasso,Wolfgang Amadeus Phoenix,Phoenix,0
8221,8221,295,2908,11,Piggy,The Downward Spiral - Deluxe Edition,Nine Inch Nails,1994
8222,8222,295,1061,28,'Till I Collapse,The Eminem Show,Eminem / Nate Dogg,2002
8223,8223,295,4693,22,Handlebars (UK Radio Edit),Now That's What I Call Music! 71,Flobots,2008
8224,8224,295,4694,22,Spit It Out [Explicit],Slipknot,Slipknot,1989
8225,8225,295,1214,21,Rise,Rise,Flobots,2007
8226,8226,295,4695,25,Underground,Relapse,Eminem,2009
8227,8227,295,4696,18,Eyeless (Live version) (Album Version),9.0 Live,Slipknot,0
8228,8228,295,2914,10,Hurt,The Downward Spiral,Nine Inch Nails,1994
8229,8229,295,3539,12,Only,With Teeth,Nine Inch Nails,2005
8230,8230,295,2916,11,Closer,The Downward Spiral,Nine Inch Nails,1994
8231,8231,295,1362,26,Terre Promise,77 Souter'1 Vol.2,O'Rosko Raricim,0
8232,8232,295,3033,21,Taking My Ball,Relapse: Refill,Eminem,2009
8233,8233,295,4697,35,Evil Deeds,Encore,Eminem,2004
8234,8234,295,2927,17,A Warm Place,Natural Born Killers,Nine Inch Nails,1994
8235,8235,295,2606,1,Any Man,Rawkus Presents Soundbombing II,Eminem,1999
8236,8236,295,4698,23,Combat,Fight With Tools,Flobots,2007
8237,8237,295,4699,30,Dead Presidents II,Reasonable Doubt,Jay-Z,1996
8238,8238,295,3586,11,The Perfect Drug,Lost Highway,Nine Inch Nails,1996
8239,8239,295,4700,4,Crank That (Soulja Boy),Cool - Pop,Soulja Boy Tell'em,2007
8240,8240,295,4701,26,No Apologies,Eminem Presents The Re-Up,Eminem,2006
8241,8241,295,4702,3,Lights Of Ayodhya,Future Tribe,Yulara,2000
8242,8242,295,4703,4,Utopian Dream,Transdimensional,Dimension 5,0
8243,8243,295,4704,26,Death Is The Road To Awe,The Fountain OST,Clint Mansell,2006
8244,8244,295,4705,26,Stand Up,Fight With Tools,Flobots,2007
8245,8245,295,4706,20,Square Dance,The Eminem Show,Eminem,2002
8246,8246,296,2196,1,Lie To Me,Lie To Me,Jonny Lang,1997
8247,8247,296,2512,1,I Don't Want To Be,I Don't Want To Be,Gavin DeGraw,2003
8248,8248,296,215,1,Help I'm Alive,Fantasies,Metric,2009
8249,8249,296,937,1,Short Skirt/Long Jacket,Comfort Eagle,Cake,2001
